Dzien	Samochod	Czas	Trasa
12.07.2022	MSO231	69	23
12.07.2022	MSO671	12	4
12.07.2022	MSO023	176	62
12.07.2022	MSO671	63	32
12.07.2022	MSO023	106	38
12.07.2022	MSO023	71	18
12.07.2022	MSO231	107	81
12.07.2022	MSO023	171	129
12.07.2022	MSO671	141	88
13.07.2022	MSO671	175	89
13.07.2022	MSO023	131	105
13.07.2022	MSO023	145	51
13.07.2022	MSO231	99	50
13.07.2022	MSO023	176	64
13.07.2022	MSO023	133	53
13.07.2022	MSO023	125	47
13.07.2022	MSO671	89	22
13.07.2022	MSO023	39	20
13.07.2022	MSO671	89	22
13.07.2022	MSO671	113	86
13.07.2022	MSO671	147	98
13.07.2022	MSO023	80	40
13.07.2022	MSO671	68	23
13.07.2022	MSO231	67	34
14.07.2022	MSO023	60	15
14.07.2022	MSO671	187	90
14.07.2022	MSO671	180	91
14.07.2022	MSO023	177	75
14.07.2022	MSO255	76	19
14.07.2022	MSO671	115	47
14.07.2022	MSO023	167	73
14.07.2022	MSO231	173	111
14.07.2022	MSO671	138	64
14.07.2022	MSO231	91	23
14.07.2022	MSO231	55	18
14.07.2022	MSO671	160	106
14.07.2022	MSO023	164	63
14.07.2022	MSO121	75	25
14.07.2022	MSO231	29	10
14.07.2022	MSO231	114	56
14.07.2022	MSO671	148	73
14.07.2022	MSO231	42	11
14.07.2022	MSO671	54	27
15.07.2022	MSO671	182	65
15.07.2022	MSO671	169	61
15.07.2022	MSO671	35	9
15.07.2022	MSO671	132	67
15.07.2022	MSO121	112	65
15.07.2022	MSO671	128	64
15.07.2022	MSO023	184	157
15.07.2022	MSO231	141	54
15.07.2022	MSO023	194	68
15.07.2022	MSO023	52	13
15.07.2022	MSO671	11	6
16.07.2022	MSO671	90	23
16.07.2022	MSO255	197	112
16.07.2022	MSO023	82	21
16.07.2022	MSO121	16	8
16.07.2022	MSO671	170	166
16.07.2022	MSO671	77	39
16.07.2022	MSO231	48	16
16.07.2022	MSO231	32	11
16.07.2022	MSO023	140	73
16.07.2022	MSO121	113	53
16.07.2022	MSO023	38	13
16.07.2022	MSO023	169	57
16.07.2022	MSO023	150	138
16.07.2022	MSO671	194	68
16.07.2022	MSO671	107	42
16.07.2022	MSO255	174	129
16.07.2022	MSO231	34	9
16.07.2022	MSO671	123	52
16.07.2022	MSO671	35	9
16.07.2022	MSO023	97	24
16.07.2022	MSO671	135	127
17.07.2022	MSO121	66	17
17.07.2022	MSO671	89	30
17.07.2022	MSO121	36	18
17.07.2022	MSO023	10	5
17.07.2022	MSO231	31	10
17.07.2022	MSO671	35	18
17.07.2022	MSO023	107	54
17.07.2022	MSO671	50	25
17.07.2022	MSO671	128	89
17.07.2022	MSO023	186	81
17.07.2022	MSO231	107	61
17.07.2022	MSO231	16	4
17.07.2022	MSO255	160	84
17.07.2022	MSO023	21	11
17.07.2022	MSO231	35	9
18.07.2022	MSO121	148	83
18.07.2022	MSO671	96	48
18.07.2022	MSO671	164	69
18.07.2022	MSO023	29	10
18.07.2022	MSO671	28	14
18.07.2022	MSO121	98	33
18.07.2022	MSO671	173	96
18.07.2022	MSO255	146	61
18.07.2022	MSO023	96	32
18.07.2022	MSO023	12	6
18.07.2022	MSO121	106	69
18.07.2022	MSO023	24	6
18.07.2022	MSO231	69	23
18.07.2022	MSO671	52	26
19.07.2022	MSO023	142	55
19.07.2022	MSO121	58	15
19.07.2022	MSO255	115	59
19.07.2022	MSO671	18	9
19.07.2022	MSO671	58	19
19.07.2022	MSO671	48	16
19.07.2022	MSO121	123	52
19.07.2022	MSO023	55	28
19.07.2022	MSO231	143	76
19.07.2022	MSO671	118	77
19.07.2022	MSO023	82	21
20.07.2022	MSO121	29	7
20.07.2022	MSO231	195	75
20.07.2022	MSO023	159	78
20.07.2022	MSO671	21	11
20.07.2022	MSO231	149	117
20.07.2022	MSO671	47	12
20.07.2022	MSO023	33	11
20.07.2022	MSO121	166	113
20.07.2022	MSO231	198	90
20.07.2022	MSO023	98	33
20.07.2022	MSO231	159	107
20.07.2022	MSO023	145	55
20.07.2022	MSO121	147	75
20.07.2022	MSO671	28	14
20.07.2022	MSO671	193	71
21.07.2022	MSO121	34	17
21.07.2022	MSO023	50	13
21.07.2022	MSO023	165	66
21.07.2022	MSO023	101	57
21.07.2022	MSO671	116	88
21.07.2022	MSO671	111	85
21.07.2022	MSO023	23	6
21.07.2022	MSO121	128	103
21.07.2022	MSO671	116	55
21.07.2022	MSO671	56	28
21.07.2022	MSO023	75	25
21.07.2022	MSO023	181	69
21.07.2022	MSO671	150	122
21.07.2022	MSO023	138	47
21.07.2022	MSO121	98	33
21.07.2022	MSO231	10	5
21.07.2022	MSO121	157	130
22.07.2022	MSO231	132	53
22.07.2022	MSO023	79	26
22.07.2022	MSO023	75	38
22.07.2022	MSO023	70	18
22.07.2022	MSO023	96	32
22.07.2022	MSO671	148	69
22.07.2022	MSO023	138	74
22.07.2022	MSO231	142	62
22.07.2022	MSO255	174	75
23.07.2022	MSO231	181	154
23.07.2022	MSO671	32	16
23.07.2022	MSO671	146	59
23.07.2022	MSO121	147	52
23.07.2022	MSO231	182	71
23.07.2022	MSO023	161	98
23.07.2022	MSO121	30	8
23.07.2022	MSO121	178	176
23.07.2022	MSO671	24	12
23.07.2022	MSO023	66	22
23.07.2022	MSO671	128	44
23.07.2022	MSO231	34	17
23.07.2022	MSO255	111	71
23.07.2022	MSO231	92	23
23.07.2022	MSO671	26	7
23.07.2022	MSO671	100	50
24.07.2022	MSO023	84	21
24.07.2022	MSO255	139	95
24.07.2022	MSO671	25	6
24.07.2022	MSO023	46	23
24.07.2022	MSO671	107	103
24.07.2022	MSO671	35	9
24.07.2022	MSO121	153	101
24.07.2022	MSO121	147	58
24.07.2022	MSO121	29	15
24.07.2022	MSO671	169	124
24.07.2022	MSO671	179	149
24.07.2022	MSO671	23	6
24.07.2022	MSO671	146	121
24.07.2022	MSO671	153	95
24.07.2022	MSO023	145	50
25.07.2022	MSO671	60	30
25.07.2022	MSO231	146	66
25.07.2022	MSO023	145	122
25.07.2022	MSO671	175	142
25.07.2022	MSO671	88	29
25.07.2022	MSO255	85	28
25.07.2022	MSO023	56	14
25.07.2022	MSO121	190	75
25.07.2022	MSO121	168	131
25.07.2022	MSO121	199	79
25.07.2022	MSO231	66	33
25.07.2022	MSO023	153	63
25.07.2022	MSO231	126	53
25.07.2022	MSO023	199	144
25.07.2022	MSO121	88	44
25.07.2022	MSO671	101	63
26.07.2022	MSO231	118	103
26.07.2022	MSO121	137	66
26.07.2022	MSO671	29	15
26.07.2022	MSO121	29	15
26.07.2022	MSO023	75	19
26.07.2022	MSO671	185	121
26.07.2022	MSO671	13	7
26.07.2022	MSO671	85	21
26.07.2022	MSO671	144	111
26.07.2022	MSO671	102	40
26.07.2022	MSO231	27	14
26.07.2022	MSO671	47	24
26.07.2022	MSO231	183	118
26.07.2022	MSO023	29	7
26.07.2022	MSO231	171	119
26.07.2022	MSO121	163	57
26.07.2022	MSO231	84	42
27.07.2022	MSO671	105	88
27.07.2022	MSO023	148	70
27.07.2022	MSO231	96	48
27.07.2022	MSO121	87	22
27.07.2022	MSO231	72	36
27.07.2022	MSO671	78	39
27.07.2022	MSO255	172	136
27.07.2022	MSO231	109	66
27.07.2022	MSO231	166	128
27.07.2022	MSO023	84	42
27.07.2022	MSO671	132	131
27.07.2022	MSO671	20	10
28.07.2022	MSO671	146	130
28.07.2022	MSO231	198	119
28.07.2022	MSO023	45	23
28.07.2022	MSO121	176	163
28.07.2022	MSO023	155	56
28.07.2022	MSO023	26	13
28.07.2022	MSO671	134	118
28.07.2022	MSO121	55	28
28.07.2022	MSO121	198	75
28.07.2022	MSO121	10	3
28.07.2022	MSO023	188	66
28.07.2022	MSO671	41	21
28.07.2022	MSO023	166	120
28.07.2022	MSO023	68	17
28.07.2022	MSO231	133	87
28.07.2022	MSO671	151	149
28.07.2022	MSO023	192	128
28.07.2022	MSO231	167	56
29.07.2022	MSO023	171	83
29.07.2022	MSO231	105	38
29.07.2022	MSO671	75	38
29.07.2022	MSO671	33	8
29.07.2022	MSO671	23	12
29.07.2022	MSO671	123	43
29.07.2022	MSO671	75	25
29.07.2022	MSO671	46	15
29.07.2022	MSO023	91	23
29.07.2022	MSO671	157	149
30.07.2022	MSO671	192	66
30.07.2022	MSO121	157	118
30.07.2022	MSO671	13	7
30.07.2022	MSO671	89	22
30.07.2022	MSO671	169	119
30.07.2022	MSO671	92	46
30.07.2022	MSO671	60	20
30.07.2022	MSO671	74	19
30.07.2022	MSO671	196	125
30.07.2022	MSO121	120	59
30.07.2022	MSO671	60	30
30.07.2022	MSO671	23	6
30.07.2022	MSO671	43	22
31.07.2022	MSO023	70	18
31.07.2022	MSO023	82	27
31.07.2022	MSO255	25	13
31.07.2022	MSO671	43	14
31.07.2022	MSO231	191	120
31.07.2022	MSO231	60	15
31.07.2022	MSO121	27	7
31.07.2022	MSO231	169	60
31.07.2022	MSO023	20	7
31.07.2022	MSO231	37	12
31.07.2022	MSO671	120	52
31.07.2022	MSO255	55	14
31.07.2022	MSO231	22	7
31.07.2022	MSO671	106	41
01.08.2022	MSO671	145	78
01.08.2022	MSO121	160	142
01.08.2022	MSO671	128	61
01.08.2022	MSO023	54	14
01.08.2022	MSO023	67	22
01.08.2022	MSO023	115	46
01.08.2022	MSO023	82	21
01.08.2022	MSO671	83	21
01.08.2022	MSO231	62	31
01.08.2022	MSO671	64	16
02.08.2022	MSO671	90	30
02.08.2022	MSO023	144	60
02.08.2022	MSO023	106	44
02.08.2022	MSO231	192	114
02.08.2022	MSO121	72	36
02.08.2022	MSO671	172	114
02.08.2022	MSO671	21	11
02.08.2022	MSO671	114	41
02.08.2022	MSO671	47	12
03.08.2022	MSO121	132	58
03.08.2022	MSO023	200	83
03.08.2022	MSO671	92	46
03.08.2022	MSO671	138	54
03.08.2022	MSO231	162	101
03.08.2022	MSO231	77	26
03.08.2022	MSO023	100	33
03.08.2022	MSO023	30	15
04.08.2022	MSO121	92	31
04.08.2022	MSO231	39	13
04.08.2022	MSO671	200	67
04.08.2022	MSO121	182	63
04.08.2022	MSO121	193	67
04.08.2022	MSO671	75	25
04.08.2022	MSO121	192	65
04.08.2022	MSO231	46	15
04.08.2022	MSO023	173	61
04.08.2022	MSO023	59	30
04.08.2022	MSO023	48	12
04.08.2022	MSO671	40	20
05.08.2022	MSO121	62	21
05.08.2022	MSO023	117	57
05.08.2022	MSO121	17	4
05.08.2022	MSO255	67	17
05.08.2022	MSO121	89	45
05.08.2022	MSO121	150	62
05.08.2022	MSO671	185	63
05.08.2022	MSO231	90	23
05.08.2022	MSO671	115	90
05.08.2022	MSO231	145	87
05.08.2022	MSO023	36	18
06.08.2022	MSO231	61	20
06.08.2022	MSO671	153	84
06.08.2022	MSO671	189	116
06.08.2022	MSO023	144	62
06.08.2022	MSO671	142	75
06.08.2022	MSO023	131	50
06.08.2022	MSO231	76	38
06.08.2022	MSO023	23	8
07.08.2022	MSO671	107	97
07.08.2022	MSO671	20	7
07.08.2022	MSO231	48	16
07.08.2022	MSO671	168	107
07.08.2022	MSO231	27	7
07.08.2022	MSO023	102	55
07.08.2022	MSO671	111	57
07.08.2022	MSO231	40	10
07.08.2022	MSO671	76	38
07.08.2022	MSO255	71	24
07.08.2022	MSO121	71	24
07.08.2022	MSO671	43	11
07.08.2022	MSO671	148	55
07.08.2022	MSO231	89	45
08.08.2022	MSO231	113	42
08.08.2022	MSO121	119	50
08.08.2022	MSO023	166	67
08.08.2022	MSO121	55	14
08.08.2022	MSO231	78	20
08.08.2022	MSO023	169	131
08.08.2022	MSO671	142	60
08.08.2022	MSO121	26	13
08.08.2022	MSO671	22	6
08.08.2022	MSO121	61	31
08.08.2022	MSO255	98	33
08.08.2022	MSO023	138	55
08.08.2022	MSO023	117	41
08.08.2022	MSO671	37	12
08.08.2022	MSO231	63	16
08.08.2022	MSO671	57	19
08.08.2022	MSO121	175	95
08.08.2022	MSO121	62	21
08.08.2022	MSO231	48	12
08.08.2022	MSO121	183	178
08.08.2022	MSO023	45	23
08.08.2022	MSO671	90	23
08.08.2022	MSO671	56	28
08.08.2022	MSO671	143	112
09.08.2022	MSO231	166	56
09.08.2022	MSO121	96	32
09.08.2022	MSO671	38	10
09.08.2022	MSO231	131	113
09.08.2022	MSO121	165	99
09.08.2022	MSO671	84	42
09.08.2022	MSO671	92	23
09.08.2022	MSO121	199	191
09.08.2022	MSO671	112	50
09.08.2022	MSO023	93	31
09.08.2022	MSO231	66	17
09.08.2022	MSO671	125	62
09.08.2022	MSO023	19	5
09.08.2022	MSO231	180	64
09.08.2022	MSO231	102	90
09.08.2022	MSO023	23	8
09.08.2022	MSO231	196	166
09.08.2022	MSO671	190	173
09.08.2022	MSO671	168	73
09.08.2022	MSO023	87	22
09.08.2022	MSO023	108	79
09.08.2022	MSO121	137	48
10.08.2022	MSO671	107	38
10.08.2022	MSO671	192	125
10.08.2022	MSO671	61	31
10.08.2022	MSO231	56	14
10.08.2022	MSO231	131	48
10.08.2022	MSO671	16	5
10.08.2022	MSO671	71	24
10.08.2022	MSO023	50	13
10.08.2022	MSO671	14	4
10.08.2022	MSO231	132	96
10.08.2022	MSO671	189	78
10.08.2022	MSO671	148	101
10.08.2022	MSO023	16	8
10.08.2022	MSO023	151	86
10.08.2022	MSO023	140	48
10.08.2022	MSO671	39	10
10.08.2022	MSO121	195	163
11.08.2022	MSO671	89	22
11.08.2022	MSO023	94	31
11.08.2022	MSO121	76	19
11.08.2022	MSO231	19	6
11.08.2022	MSO023	134	61
11.08.2022	MSO255	67	17
11.08.2022	MSO231	60	30
11.08.2022	MSO121	119	44
11.08.2022	MSO121	86	29
11.08.2022	MSO231	13	7
12.08.2022	MSO671	71	18
12.08.2022	MSO671	20	7
12.08.2022	MSO121	67	34
12.08.2022	MSO231	126	81
12.08.2022	MSO231	140	91
12.08.2022	MSO023	36	18
12.08.2022	MSO671	103	38
12.08.2022	MSO671	165	57
12.08.2022	MSO023	21	7
12.08.2022	MSO671	86	43
12.08.2022	MSO671	53	13
12.08.2022	MSO231	55	14
13.08.2022	MSO023	98	49
13.08.2022	MSO023	74	19
13.08.2022	MSO121	113	67
13.08.2022	MSO671	145	109
13.08.2022	MSO671	57	19
13.08.2022	MSO671	51	13
13.08.2022	MSO231	112	47
13.08.2022	MSO231	194	171
13.08.2022	MSO671	57	14
13.08.2022	MSO671	51	26
13.08.2022	MSO023	153	134
13.08.2022	MSO231	83	21
13.08.2022	MSO023	68	17
13.08.2022	MSO255	135	110
13.08.2022	MSO671	61	15
13.08.2022	MSO023	64	32
14.08.2022	MSO671	114	66
14.08.2022	MSO231	59	20
14.08.2022	MSO121	24	12
14.08.2022	MSO231	84	28
14.08.2022	MSO255	47	12
14.08.2022	MSO023	29	10
14.08.2022	MSO231	114	47
14.08.2022	MSO671	12	3
14.08.2022	MSO121	176	142
14.08.2022	MSO023	58	19
14.08.2022	MSO231	77	39
14.08.2022	MSO231	30	15
14.08.2022	MSO121	108	39
14.08.2022	MSO121	163	93
14.08.2022	MSO671	192	106
15.08.2022	MSO671	42	21
15.08.2022	MSO671	174	113
15.08.2022	MSO671	179	61
15.08.2022	MSO121	72	24
15.08.2022	MSO671	34	9
15.08.2022	MSO671	114	85
15.08.2022	MSO671	43	11
15.08.2022	MSO121	184	64
15.08.2022	MSO023	65	33
15.08.2022	MSO121	42	11
15.08.2022	MSO121	46	15
15.08.2022	MSO671	137	52
16.08.2022	MSO121	94	31
16.08.2022	MSO231	147	89
16.08.2022	MSO671	114	41
16.08.2022	MSO231	23	12
16.08.2022	MSO023	200	143
16.08.2022	MSO231	163	79
16.08.2022	MSO671	75	38
16.08.2022	MSO671	58	29
17.08.2022	MSO671	75	25
17.08.2022	MSO023	90	30
17.08.2022	MSO671	53	13
17.08.2022	MSO121	98	25
17.08.2022	MSO671	16	4
17.08.2022	MSO023	63	21
17.08.2022	MSO671	154	129
17.08.2022	MSO023	109	72
17.08.2022	MSO671	27	14
17.08.2022	MSO671	181	68
18.08.2022	MSO671	157	64
18.08.2022	MSO671	151	71
18.08.2022	MSO231	195	104
18.08.2022	MSO255	22	11
18.08.2022	MSO231	82	41
18.08.2022	MSO023	134	58
18.08.2022	MSO671	45	23
18.08.2022	MSO671	90	45
18.08.2022	MSO231	32	16
18.08.2022	MSO231	133	102
18.08.2022	MSO671	31	10
18.08.2022	MSO231	120	93
19.08.2022	MSO023	57	19
19.08.2022	MSO023	18	6
19.08.2022	MSO231	96	32
19.08.2022	MSO671	40	13
19.08.2022	MSO121	43	11
19.08.2022	MSO671	36	18
19.08.2022	MSO255	170	57
19.08.2022	MSO671	177	79
19.08.2022	MSO671	142	48
19.08.2022	MSO121	81	41
19.08.2022	MSO023	127	102
19.08.2022	MSO671	84	28
19.08.2022	MSO671	82	21
20.08.2022	MSO671	164	76
20.08.2022	MSO671	76	38
20.08.2022	MSO023	135	54
20.08.2022	MSO231	144	77
20.08.2022	MSO231	127	84
20.08.2022	MSO671	185	91
20.08.2022	MSO023	147	103
20.08.2022	MSO121	10	3
20.08.2022	MSO671	13	7
20.08.2022	MSO121	170	91
20.08.2022	MSO231	73	24
20.08.2022	MSO671	38	10
20.08.2022	MSO231	118	48
20.08.2022	MSO231	99	33
21.08.2022	MSO231	35	9
21.08.2022	MSO231	130	59
21.08.2022	MSO231	97	24
21.08.2022	MSO231	98	49
21.08.2022	MSO231	182	90
21.08.2022	MSO023	46	23
21.08.2022	MSO121	36	18
21.08.2022	MSO671	125	117
21.08.2022	MSO671	61	15
21.08.2022	MSO671	164	105
22.08.2022	MSO231	189	65
22.08.2022	MSO671	22	11
22.08.2022	MSO671	136	48
22.08.2022	MSO023	42	21
22.08.2022	MSO671	193	131
22.08.2022	MSO023	39	10
22.08.2022	MSO121	135	85
22.08.2022	MSO671	183	118
22.08.2022	MSO023	132	52
22.08.2022	MSO121	161	156
22.08.2022	MSO671	23	8
22.08.2022	MSO023	123	42
22.08.2022	MSO671	42	21
23.08.2022	MSO231	72	36
23.08.2022	MSO671	69	23
23.08.2022	MSO231	108	41
23.08.2022	MSO121	184	141
23.08.2022	MSO121	76	25
23.08.2022	MSO023	188	169
23.08.2022	MSO671	106	74
23.08.2022	MSO671	84	21
23.08.2022	MSO671	11	6
23.08.2022	MSO023	44	15
23.08.2022	MSO671	170	81
23.08.2022	MSO023	24	8
23.08.2022	MSO023	119	46
23.08.2022	MSO231	90	30
23.08.2022	MSO671	82	27
24.08.2022	MSO671	121	45
24.08.2022	MSO671	36	9
24.08.2022	MSO231	168	57
24.08.2022	MSO023	60	15
24.08.2022	MSO671	140	66
24.08.2022	MSO671	197	79
24.08.2022	MSO671	122	77
24.08.2022	MSO121	81	41
24.08.2022	MSO023	58	19
24.08.2022	MSO671	63	21
24.08.2022	MSO671	169	84
24.08.2022	MSO023	90	23
24.08.2022	MSO231	157	122
24.08.2022	MSO121	15	4
24.08.2022	MSO671	106	99
24.08.2022	MSO671	62	31
24.08.2022	MSO121	84	21
25.08.2022	MSO231	137	108
25.08.2022	MSO671	86	29
25.08.2022	MSO671	41	21
25.08.2022	MSO255	128	118
25.08.2022	MSO231	49	16
25.08.2022	MSO671	176	64
25.08.2022	MSO671	109	51
25.08.2022	MSO671	179	116
25.08.2022	MSO231	10	3
26.08.2022	MSO121	167	96
26.08.2022	MSO671	57	29
26.08.2022	MSO255	173	73
26.08.2022	MSO121	59	30
26.08.2022	MSO231	154	57
26.08.2022	MSO671	109	67
26.08.2022	MSO023	43	22
26.08.2022	MSO023	182	67
26.08.2022	MSO671	130	61
26.08.2022	MSO231	75	38
26.08.2022	MSO671	50	25
26.08.2022	MSO255	22	6
26.08.2022	MSO121	29	7
26.08.2022	MSO231	61	31
26.08.2022	MSO671	19	10
26.08.2022	MSO671	175	65
26.08.2022	MSO121	154	55
27.08.2022	MSO671	84	21
27.08.2022	MSO023	186	72
27.08.2022	MSO671	65	16
27.08.2022	MSO121	184	154
27.08.2022	MSO023	91	23
27.08.2022	MSO023	104	36
27.08.2022	MSO671	194	74
27.08.2022	MSO023	187	63
27.08.2022	MSO255	84	21
27.08.2022	MSO671	87	22
27.08.2022	MSO231	53	27
27.08.2022	MSO255	126	51
28.08.2022	MSO023	187	114
28.08.2022	MSO671	174	158
28.08.2022	MSO231	108	37
28.08.2022	MSO023	19	5
28.08.2022	MSO671	107	92
28.08.2022	MSO121	169	90
28.08.2022	MSO671	32	16
28.08.2022	MSO671	164	114
28.08.2022	MSO121	26	7
28.08.2022	MSO671	77	39
28.08.2022	MSO023	136	46
28.08.2022	MSO671	105	54
28.08.2022	MSO231	76	38
28.08.2022	MSO671	111	40
29.08.2022	MSO023	96	24
29.08.2022	MSO121	38	13
29.08.2022	MSO023	153	68
29.08.2022	MSO121	27	7
29.08.2022	MSO023	15	4
29.08.2022	MSO671	163	73
29.08.2022	MSO023	115	68
29.08.2022	MSO023	64	32
29.08.2022	MSO671	82	21
29.08.2022	MSO231	27	9
29.08.2022	MSO671	56	28
29.08.2022	MSO671	170	58
29.08.2022	MSO231	194	74
29.08.2022	MSO231	192	75
29.08.2022	MSO671	173	109
29.08.2022	MSO121	14	7
30.08.2022	MSO231	59	15
30.08.2022	MSO671	183	89
30.08.2022	MSO671	158	75
30.08.2022	MSO023	67	34
30.08.2022	MSO023	30	10
30.08.2022	MSO121	18	9
30.08.2022	MSO671	79	26
30.08.2022	MSO671	194	91
30.08.2022	MSO671	46	12
30.08.2022	MSO671	94	24
30.08.2022	MSO231	58	19
30.08.2022	MSO121	128	50
30.08.2022	MSO671	158	64
30.08.2022	MSO023	175	72
30.08.2022	MSO231	73	24
31.08.2022	MSO231	11	4
31.08.2022	MSO671	85	43
31.08.2022	MSO671	121	66
31.08.2022	MSO671	57	19
31.08.2022	MSO121	75	38
31.08.2022	MSO023	68	23
31.08.2022	MSO255	38	19
31.08.2022	MSO231	118	60
31.08.2022	MSO023	173	74
31.08.2022	MSO023	185	77
31.08.2022	MSO023	25	6
31.08.2022	MSO023	173	59
31.08.2022	MSO023	149	59
31.08.2022	MSO121	159	68
31.08.2022	MSO121	142	119
31.08.2022	MSO023	32	11
31.08.2022	MSO231	32	16
01.09.2022	MSO671	143	58
01.09.2022	MSO231	137	55
01.09.2022	MSO121	139	93
01.09.2022	MSO121	59	15
01.09.2022	MSO023	57	14
01.09.2022	MSO023	27	7
01.09.2022	MSO671	52	26
01.09.2022	MSO121	125	115
01.09.2022	MSO671	139	55
01.09.2022	MSO231	65	33
01.09.2022	MSO231	154	102
01.09.2022	MSO255	193	179
01.09.2022	MSO255	192	66
01.09.2022	MSO231	163	71
01.09.2022	MSO231	21	7
02.09.2022	MSO671	47	24
02.09.2022	MSO671	99	33
02.09.2022	MSO121	37	12
02.09.2022	MSO023	110	41
02.09.2022	MSO231	183	159
02.09.2022	MSO255	130	51
02.09.2022	MSO121	105	49
02.09.2022	MSO671	154	108
02.09.2022	MSO023	106	53
02.09.2022	MSO121	50	25
02.09.2022	MSO671	151	63
02.09.2022	MSO671	183	65
02.09.2022	MSO023	130	46
02.09.2022	MSO671	84	21
02.09.2022	MSO121	13	3
03.09.2022	MSO671	156	74
03.09.2022	MSO671	78	26
03.09.2022	MSO121	36	9
03.09.2022	MSO671	110	54
03.09.2022	MSO121	128	121
03.09.2022	MSO231	129	47
03.09.2022	MSO255	182	86
03.09.2022	MSO023	179	82
03.09.2022	MSO023	146	92
03.09.2022	MSO671	65	33
04.09.2022	MSO231	109	47
04.09.2022	MSO231	78	39
04.09.2022	MSO255	105	41
04.09.2022	MSO671	134	70
04.09.2022	MSO671	63	32
04.09.2022	MSO671	35	9
04.09.2022	MSO121	24	8
04.09.2022	MSO023	10	3
04.09.2022	MSO023	149	133
04.09.2022	MSO671	198	97
04.09.2022	MSO023	53	27
04.09.2022	MSO671	72	24
04.09.2022	MSO671	93	23
04.09.2022	MSO023	54	14
04.09.2022	MSO671	85	43
04.09.2022	MSO671	98	49
04.09.2022	MSO231	42	14
04.09.2022	MSO671	26	13
04.09.2022	MSO255	14	7
05.09.2022	MSO255	120	107
05.09.2022	MSO671	113	44
05.09.2022	MSO121	15	8
05.09.2022	MSO231	164	84
05.09.2022	MSO121	67	17
05.09.2022	MSO121	172	92
05.09.2022	MSO671	199	79
05.09.2022	MSO121	37	12
05.09.2022	MSO671	68	34
05.09.2022	MSO231	139	56
05.09.2022	MSO255	45	11
05.09.2022	MSO671	184	120
05.09.2022	MSO023	92	23
05.09.2022	MSO121	30	15
05.09.2022	MSO671	25	8
05.09.2022	MSO671	25	6
05.09.2022	MSO023	28	7
05.09.2022	MSO671	151	68
05.09.2022	MSO231	27	7
06.09.2022	MSO231	106	53
06.09.2022	MSO121	136	88
06.09.2022	MSO121	52	17
06.09.2022	MSO671	186	82
06.09.2022	MSO671	123	45
06.09.2022	MSO671	50	17
06.09.2022	MSO671	52	17
06.09.2022	MSO231	146	87
06.09.2022	MSO255	188	120
06.09.2022	MSO121	145	119
06.09.2022	MSO121	81	27
06.09.2022	MSO023	11	4
06.09.2022	MSO231	198	193
06.09.2022	MSO121	40	20
06.09.2022	MSO671	187	86
06.09.2022	MSO121	12	6
07.09.2022	MSO023	30	10
07.09.2022	MSO671	48	16
07.09.2022	MSO023	73	18
07.09.2022	MSO231	43	22
07.09.2022	MSO023	91	46
07.09.2022	MSO231	123	74
07.09.2022	MSO023	67	34
07.09.2022	MSO023	118	43
07.09.2022	MSO023	61	20
07.09.2022	MSO121	11	3
07.09.2022	MSO121	18	5
07.09.2022	MSO671	158	147
07.09.2022	MSO023	67	17
08.09.2022	MSO231	146	101
08.09.2022	MSO671	45	15
08.09.2022	MSO671	62	31
08.09.2022	MSO231	127	50
08.09.2022	MSO671	16	4
08.09.2022	MSO023	87	22
08.09.2022	MSO121	135	97
08.09.2022	MSO023	120	75
08.09.2022	MSO671	35	12
08.09.2022	MSO023	144	63
08.09.2022	MSO121	85	28
08.09.2022	MSO023	183	71
08.09.2022	MSO023	197	160
09.09.2022	MSO671	13	4
09.09.2022	MSO023	75	38
09.09.2022	MSO023	69	17
09.09.2022	MSO023	113	58
09.09.2022	MSO023	184	139
09.09.2022	MSO255	152	106
09.09.2022	MSO023	170	148
09.09.2022	MSO671	20	7
09.09.2022	MSO671	151	80
09.09.2022	MSO231	101	61
09.09.2022	MSO023	48	24
09.09.2022	MSO023	157	73
09.09.2022	MSO671	60	30
09.09.2022	MSO023	28	7
09.09.2022	MSO231	62	16
09.09.2022	MSO671	95	24
09.09.2022	MSO023	152	146
09.09.2022	MSO671	53	18
10.09.2022	MSO231	108	100
10.09.2022	MSO671	87	44
10.09.2022	MSO023	104	72
10.09.2022	MSO231	84	28
10.09.2022	MSO671	83	28
10.09.2022	MSO671	84	42
10.09.2022	MSO671	99	25
10.09.2022	MSO023	166	78
10.09.2022	MSO121	106	71
10.09.2022	MSO023	173	94
10.09.2022	MSO671	60	20
10.09.2022	MSO023	145	72
10.09.2022	MSO121	121	61
10.09.2022	MSO671	164	63
11.09.2022	MSO231	30	8
11.09.2022	MSO231	48	16
11.09.2022	MSO671	197	69
11.09.2022	MSO671	87	22
11.09.2022	MSO231	81	41
11.09.2022	MSO023	115	80
11.09.2022	MSO231	129	126
12.09.2022	MSO023	181	67
12.09.2022	MSO671	113	41
12.09.2022	MSO121	168	75
12.09.2022	MSO671	43	22
12.09.2022	MSO671	85	43
12.09.2022	MSO231	163	71
12.09.2022	MSO121	193	185
12.09.2022	MSO121	128	119
12.09.2022	MSO671	166	77
12.09.2022	MSO231	23	6
12.09.2022	MSO023	41	21
12.09.2022	MSO023	119	64
12.09.2022	MSO121	189	108
12.09.2022	MSO023	151	63
12.09.2022	MSO231	147	133
